TimestampUtc,Service,PreviousState,CurrentState,HttpStatus,ResponseTimeMs,Reason,AlertSent,TransitionAction,RunId
2026-08-21T15:35:36.4761937Z,demo-alpha,Unknown,Healthy,200,254,All checks passed,False,Initialization,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:35:36.6474651Z,demo-beta,Unknown,Healthy,200,40,All checks passed,False,Initialization,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:35:36.8240025Z,demo-gamma,Unknown,Healthy,200,93,All checks passed,False,Initialization,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:35:47.0486696Z,demo-alpha,Healthy,Healthy,200,39,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:35:47.2135224Z,demo-beta,Healthy,Healthy,200,48,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:35:47.3871033Z,demo-gamma,Healthy,Healthy,200,57,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:35:57.5457180Z,demo-alpha,Healthy,Healthy,200,28,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:35:57.6660516Z,demo-beta,Healthy,Healthy,200,26,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:35:57.7778555Z,demo-gamma,Healthy,Healthy,200,26,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:07.9324178Z,demo-alpha,Healthy,Healthy,200,34,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:08.0332143Z,demo-beta,Healthy,Healthy,200,38,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:08.1539447Z,demo-gamma,Healthy,Healthy,200,50,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:18.3234451Z,demo-alpha,Healthy,Healthy,200,52,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:18.4590264Z,demo-beta,Healthy,Healthy,200,69,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:18.5560821Z,demo-gamma,Healthy,Healthy,200,31,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:28.6777868Z,demo-alpha,Healthy,Healthy,200,27,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:28.7631895Z,demo-beta,Healthy,Healthy,200,26,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:28.8422508Z,demo-gamma,Healthy,Healthy,200,22,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:39.0340352Z,demo-alpha,Healthy,Healthy,200,85,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:39.1631567Z,demo-beta,Healthy,Healthy,200,25,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:39.3396380Z,demo-gamma,Healthy,Healthy,200,71,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:49.4950591Z,demo-alpha,Healthy,Healthy,200,20,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:49.5972392Z,demo-beta,Healthy,Healthy,200,17,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:49.7232169Z,demo-gamma,Healthy,Healthy,200,28,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:36:59.8487794Z,demo-alpha,Healthy,Healthy,200,23,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:37:01.6550555Z,demo-beta,Healthy,Degraded,503,1728,Simulated dependency failure,False,WarningPending,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:37:01.8099100Z,demo-gamma,Healthy,Healthy,200,72,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:37:12.0422542Z,demo-alpha,Healthy,Healthy,200,123,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:37:13.7744228Z,demo-beta,Degraded,Degraded,503,1678,Simulated dependency failure,False,None,787cb2d555f64884ac7f62b0b96f83ac
2026-08-21T15:37:13.8607966Z,demo-gamma,Healthy,Healthy,200,21,All checks passed,False,None,787cb2d555f64884ac7f62b0b96f83ac
